id	owner	datetaken	latitude	longitude	page	month	year	dateonly
288501090	51827103@N00	2006-11-04 15:16:10	59.854115	-1.2748	1	Nov	2006	2006-11-04
2207676876	75842652@N00	2007-01-20 18:37:17	51.611647	0.518031	1	Jan	2007	2007-01-20
350855973	23935753@N00	2007-01-08 21:44:54	55.620435	-1.649665	1	Jan	2007	2007-01-08
288881201	54958081@N00	2007-01-23 21:35:34	55.63507	-1.624174	1	Jan	2007	2007-01-23
5500710532	8831395@N04	2007-02-18 12:56:36	53.312211	-4.049019	1	Feb	2007	2007-02-18
5378406124	56441383@N02	2007-02-09 13:57:49	57.897114	-6.361427	1	Feb	2007	2007-02-09
399620249	27399341@N00	2007-02-18 15:09:02	49.956355	-6.350784	1	Feb	2007	2007-02-18
391380598	95492938@N00	2007-02-15 19:28:05	51.426781	-0.493011	1	Feb	2007	2007-02-15
4963210254	41707911@N00	2007-03-14 14:00:40	51.445074	-0.435934	1	Mar	2007	2007-03-14
2104578195	21783725@N06	2007-03-05 15:07:34	51.739573	-5.297126	1	Mar	2007	2007-03-05
439459918	7259248@N03	2007-03-29 22:48:19	56.813659	-7.66365	1	Mar	2007	2007-03-29
419123398	85777547@N00	2007-03-11 16:06:51	53.312108	-4.043655	1	Mar	2007	2007-03-11
415623727	7336437@N08	2007-03-09 08:20:04	51.742017	-5.266399	1	Mar	2007	2007-03-09
412899142	14592018@N00	2007-03-06 20:29:36	55.653185	-1.575164	1	Mar	2007	2007-03-06
408949462	51817363@N00	2007-03-03 18:19:18	56.055168	-2.644615	1	Mar	2007	2007-03-03
7577573508	80034023@N04	2007-04-16 16:20:16	53.261516	-4.000396	1	Apr	2007	2007-04-16
5702686491	61191401@N06	2007-04-27 20:16:59	51.739041	-5.28511	1	Apr	2007	2007-04-27
5629277884	22846452@N07	2007-04-12 13:42:31	54.144439	-0.155868	1	Apr	2007	2007-04-12
483099825	47006000@N00	2007-04-13 13:13:31	55.615534	-1.653474	1	Apr	2007	2007-04-13
482994408	45874873@N00	2007-04-29 13:44:36	51.73734	-5.294723	1	Apr	2007	2007-04-29
457531714	55745493@N00	2007-04-07 18:53:49	51.897853	-5.299808	1	Apr	2007	2007-04-07
457452195	15732690@N00	2007-04-07 17:38:23	55.680681	-1.790771	1	Apr	2007	2007-04-07
448198980	7560193@N02	2007-04-06 07:10:45	56.185072	-2.555694	1	Apr	2007	2007-04-06
445944132	42401116@N00	2007-04-04 03:25:52	51.69702	-5.277686	1	Apr	2007	2007-04-04
443905529	18084646@N00	2007-04-02 19:59:05	54.148561	-0.165138	1	Apr	2007	2007-04-02
8888640906	56880150@N08	2007-05-27 14:09:49	56.184773	-2.554932	1	May	2007	2007-05-27
5800890866	28300320@N07	2007-05-24 09:56:47	55.616946	-1.654815	1	May	2007	2007-05-24
5697545630	29133289@N03	2007-05-20 12:26:01	51.731347	-5.294981	1	May	2007	2007-05-20
5221912879	11459941@N05	2007-05-01 16:27:33	59.852941	-1.273899	1	May	2007	2007-05-01
3856037652	32865126@N07	2007-05-05 11:46:28	55.643595	-1.60881	1	May	2007	2007-05-05
3841607121	36615964@N05	2007-05-05 19:27:05	51.86886	-5.335578	1	May	2007	2007-05-05
4179882296	99658898@N00	2007-05-12 13:23:02	56.186027	-2.555849	1	May	2007	2007-05-12
1341783537	12867316@N02	2007-05-29 12:22:12	53.307544	-4.695796	1	May	2007	2007-05-29
1283970457	7882436@N07	2007-05-20 17:51:56	56.184833	-2.551746	1	May	2007	2007-05-20
1266403910	62022846@N00	2007-05-11 13:45:27	56.5	-6.422	1	May	2007	2007-05-11
528951522	23826368@N00	2007-05-13 11:15:10	59.854777	-1.274361	1	May	2007	2007-05-13
529026979	23826368@N00	2007-05-12 14:24:55	60.15325	-1.140833	1	May	2007	2007-05-12
522083192	67706190@N00	2007-05-30 21:54:07	51.736968	-5.297212	1	May	2007	2007-05-30
521778132	95101667@N00	2007-05-28 13:47:23	59.105047	-3.357009	1	May	2007	2007-05-28
520680338	57644250@N00	2007-05-27 14:01:17	55.616994	-1.655073	1	May	2007	2007-05-27
520709571	57644250@N00	2007-05-26 14:51:30	55.616994	-1.655073	1	May	2007	2007-05-26
520604174	85321702@N00	2007-05-08 21:24:59	55.62029	-1.651554	1	May	2007	2007-05-08
519645098	7320302@N07	2007-05-29 10:25:10	51.365644	-0.450932	1	May	2007	2007-05-29
515946404	68259253@N00	2007-05-26 15:54:41	55.617794	-1.648507	1	May	2007	2007-05-26
510683688	8069891@N04	2007-05-23 03:59:50	60.840551	-0.897831	1	May	2007	2007-05-23
507944749	44124437748@N01	2007-05-17 19:30:49	59.853652	-1.276731	1	May	2007	2007-05-17
504468044	7948606@N05	2007-05-07 14:49:32	51.731919	-5.29601	1	May	2007	2007-05-07
502253934	53623764@N00	2007-05-05 12:34:31	55.635554	-1.632156	1	May	2007	2007-05-05
497683156	24204505@N00	2007-05-13 09:40:05	56.028607	-3.319587	1	May	2007	2007-05-13
496336364	51323738@N00	2007-05-13 17:06:34	59.852655	-1.27804	1	May	2007	2007-05-13
496191308	67165921@N00	2007-05-05 14:26:52	55.616461	-1.655287	1	May	2007	2007-05-05
488748151	36813363@N00	2007-05-06 13:27:58	54.119294	-0.08068	1	May	2007	2007-05-06
488747965	36813363@N00	2007-05-05 13:14:03	55.637104	-1.628036	1	May	2007	2007-05-05
486851002	72201413@N00	2007-05-06 14:55:11	54.150773	-0.170974	1	May	2007	2007-05-06
12278095314	10883548@N06	2007-06-22 19:19:31	59.129453	-3.32199	1	Jun	2007	2007-06-22
6874990425	67223451@N03	2007-06-19 15:58:09	55.615246	-1.654933	1	Jun	2007	2007-06-19
6139551181	63298669@N02	2007-06-09 14:49:52	53.311903	-4.038419	1	Jun	2007	2007-06-09
5872059553	62576251@N06	2007-06-17 10:36:38	59.87257	-1.281452	1	Jun	2007	2007-06-17
5503372748	53577943@N07	2007-06-29 15:35:28	55.617237	-1.654472	1	Jun	2007	2007-06-29
5503337224	46670550@N08	2007-06-10 13:12:56	56.48714	-6.422882	1	Jun	2007	2007-06-10
5180165506	46670550@N08	2007-06-15 22:08:08	56.480316	-6.148223	1	Jun	2007	2007-06-15
5027066833	54069048@N07	2007-06-10 16:44:09	57.863749	-8.482818	1	Jun	2007	2007-06-10
5020139025	50053504@N04	2007-06-23 11:34:19	49.715156	-2.205505	1	Jun	2007	2007-06-23
4341135766	46647411@N06	2007-06-26 04:46:40	59.857434	-1.272482	1	Jun	2007	2007-06-26
4147628984	44583769@N02	2007-06-17 16:26:26	56.21205	-2.68753	1	Jun	2007	2007-06-17
4046194309	34457068@N06	2007-06-04 15:05:20	56.491	-6.422001	1	Jun	2007	2007-06-04
3313770305	29340537@N06	2007-06-26 16:00:46	56.486951	-6.424255	1	Jun	2007	2007-06-26
3007621767	32151968@N06	2007-06-29 10:38:02	59.856109	-1.273212	1	Jun	2007	2007-06-29
2843842900	14723324@N07	2007-06-19 13:47:42	55.633979	-1.624431	1	Jun	2007	2007-06-19
2630898498	88586065@N00	2007-06-29 14:25:03	55.616946	-1.657733	1	Jun	2007	2007-06-29
2478478946	26030437@N07	2007-06-25 18:01:23	59.64554	-1.790771	1	Jun	2007	2007-06-25
2456488296	35291717@N00	2007-06-28 09:55:18	56.187221	-2.557067	1	Jun	2007	2007-06-28
2316114441	22620377@N07	2007-06-28 15:49:02	55.616849	-1.655287	1	Jun	2007	2007-06-28
2074206606	14710727@N08	2007-06-05 21:16:29	53.270602	-3.932762	1	Jun	2007	2007-06-05
2046616095	61439401@N00	2007-06-05 13:03:37	51.737978	-5.290775	1	Jun	2007	2007-06-05
1258694106	9187292@N02	2007-06-08 17:00:30	53.316108	-4.031467	1	Jun	2007	2007-06-08
1037290257	11143441@N08	2007-06-28 13:07:13	51.198709	-4.686355	1	Jun	2007	2007-06-28
1026468556	22523274@N00	2007-06-29 14:46:15	60.840645	-0.883026	1	Jun	2007	2007-06-29
980132885	46637217@N00	2007-06-03 07:40:10	56.435943	-6.342372	1	Jun	2007	2007-06-03
866440780	77084785@N00	2007-06-26 12:49:25	56.438393	-6.339282	1	Jun	2007	2007-06-26
785553506	76668601@N00	2007-06-21 13:33:34	53.306877	-4.696784	1	Jun	2007	2007-06-21
755080547	52751211@N00	2007-06-19 14:54:19	55.617285	-1.655073	1	Jun	2007	2007-06-19
693213075	8757121@N03	2007-06-26 15:49:30	56.4364	-6.339282	1	Jun	2007	2007-06-26
687420177	88088229@N00	2007-06-24 14:31:02	51.731706	-5.29438	1	Jun	2007	2007-06-24
673453612	8749412@N08	2007-06-23 11:21:01	55.631484	-1.624946	1	Jun	2007	2007-06-23
668438705	51891401@N00	2007-06-17 12:27:32	54.130586	-0.105056	1	Jun	2007	2007-06-17
637506341	62361777@N00	2007-06-27 10:27:03	56.18703	-2.553892	1	Jun	2007	2007-06-27
633616405	67694679@N00	2007-06-24 14:53:05	56.492969	-6.423053	1	Jun	2007	2007-06-24
630458971	87772672@N00	2007-06-26 14:38:04	53.65073	-1.381745	1	Jun	2007	2007-06-26
612220455	23165720@N00	2007-06-18 15:41:44	59.269722	-2.870277	1	Jun	2007	2007-06-18
600945028	36101699310@N01	2007-06-18 13:49:35	55.616316	-1.657519	1	Jun	2007	2007-06-18
587630780	66248989@N00	2007-06-21 12:06:11	56.181334	-2.5443	1	Jun	2007	2007-06-21
582284826	17523551@N00	2007-06-18 15:20:58	59.267459	-2.875628	1	Jun	2007	2007-06-18
579493801	61789374@N00	2007-06-21 04:55:12	53.313441	-4.038505	1	Jun	2007	2007-06-21
566417983	53588093@N00	2007-06-17 10:34:33	51.739466	-5.283222	1	Jun	2007	2007-06-17
565721291	23329645@N00	2007-06-11 16:45:33	56.436234	-6.338682	1	Jun	2007	2007-06-11
563420134	93794898@N00	2007-06-17 13:14:12	55.207087	-5.19104	1	Jun	2007	2007-06-17
561396859	65244239@N00	2007-06-11 11:48:40	53.313121	-4.040716	1	Jun	2007	2007-06-11
560704189	9022292@N04	2007-06-12 15:59:56	55.237906	-6.428911	1	Jun	2007	2007-06-12
548089978	7575129@N07	2007-06-08 02:26:57	50.595006	-4.949769	1	Jun	2007	2007-06-08
542281327	18135952@N00	2007-06-12 04:16:07	56.44551	-6.388206	1	Jun	2007	2007-06-12
541505746	92723847@N00	2007-06-10 14:44:32	55.870808	-4.299495	1	Jun	2007	2007-06-10
540846776	42401116@N00	2007-06-11 18:18:10	51.69702	-5.277686	1	Jun	2007	2007-06-11
539305135	10954782@N00	2007-06-10 16:07:56	55.872855	-4.297542	1	Jun	2007	2007-06-10
539078415	54848530@N00	2007-06-10 14:19:58	55.87708	-4.291877	1	Jun	2007	2007-06-10
538911324	17774272@N00	2007-06-10 16:46:54	57.158789	-2.093324	1	Jun	2007	2007-06-10
536881164	20015531@N00	2007-06-09 09:23:58	51.731573	-5.295925	1	Jun	2007	2007-06-09
536367368	20015531@N00	2007-06-06 00:00:07	51.734397	-5.285561	1	Jun	2007	2007-06-06
534394133	18874793@N00	2007-06-05 11:51:54	57.671515	-2.498745	1	Jun	2007	2007-06-05
531906068	13422316@N00	2007-06-04 20:16:58	58.568431	-3.843669	1	Jun	2007	2007-06-04
531634643	48358932@N00	2007-06-05 09:25:45	50.85627	0.593025	1	Jun	2007	2007-06-05
529909240	8749412@N08	2007-06-03 16:55:03	54.148762	-0.15707	1	Jun	2007	2007-06-03
525466428	67706190@N00	2007-06-02 00:28:04	51.736968	-5.297212	1	Jun	2007	2007-06-02
524922706	62361777@N00	2007-06-01 16:30:39	56.188367	-2.562217	1	Jun	2007	2007-06-01
4669540993	50579832@N07	2007-07-08 11:21:51	55.587659	-1.657562	1	Jul	2007	2007-07-08
4487861392	53955643@N00	2007-07-07 21:52:43	51.73835	-5.298242	1	Jul	2007	2007-07-07
2751072514	29496322@N08	2007-07-25 11:26:05	55.615589	-1.647491	1	Jul	2007	2007-07-25
2679107859	26565295@N03	2007-07-22 13:34:11	51.743612	-5.303649	1	Jul	2007	2007-07-22
1946708619	13989740@N03	2007-07-31 12:59:29	59.996883	-1.159572	1	Jul	2007	2007-07-31
1440346340	14120346@N05	2007-07-31 01:20:27	55.976841	-3.172688	1	Jul	2007	2007-07-31
1402778671	65567051@N00	2007-07-08 11:29:38	50.457139	-3.524022	1	Jul	2007	2007-07-08
1382040383	13593383@N08	2007-07-07 16:36:42	53.311339	-4.043312	1	Jul	2007	2007-07-07
4179887106	99658898@N00	2007-07-20 08:02:07	56.186027	-2.555849	1	Jul	2007	2007-07-20
1274457345	66552293@N00	2007-07-09 16:05:06	56.185502	-2.556381	1	Jul	2007	2007-07-09
1203844401	49206051@N00	2007-07-25 11:29:18	55.637298	-1.625032	1	Jul	2007	2007-07-25
1203112599	8188820@N04	2007-07-10 16:13:08	56.48733	-6.425628	1	Jul	2007	2007-07-10
1201312150	54032685@N00	2007-07-28 14:24:39	53.14296	-4.059104	1	Jul	2007	2007-07-28
1184615087	10728973@N07	2007-07-01 16:17:28	59.852919	-1.276731	1	Jul	2007	2007-07-01
1151551091	8900299@N07	2007-07-30 13:09:21	53.311595	-4.04138	1	Jul	2007	2007-07-30
1116460858	11489141@N08	2007-07-21 12:21:01	60.84491	-0.885086	1	Jul	2007	2007-07-21
1053984767	8437609@N04	2007-07-14 11:23:07	50.588468	-4.939727	1	Jul	2007	2007-07-14
1036680993	72972673@N00	2007-07-01 14:55:33	55.638751	-1.61808	1	Jul	2007	2007-07-01
1000012111	14939179@N00	2007-07-09 15:01:50	51.699267	-5.277385	1	Jul	2007	2007-07-09
962006786	14939179@N00	2007-07-10 14:48:20	51.699267	-5.277385	1	Jul	2007	2007-07-10
955448490	14939179@N00	2007-07-07 20:57:25	51.699267	-5.277385	1	Jul	2007	2007-07-07
942589786	23347918@N00	2007-07-29 13:25:56	55.301303	-6.274995	1	Jul	2007	2007-07-29
936201347	8532098@N07	2007-07-24 13:08:21	51.731174	-5.29438	1	Jul	2007	2007-07-24
864415969	76892309@N00	2007-07-20 15:10:08	51.748421	-0.979574	1	Jul	2007	2007-07-20
850014631	84037376@N00	2007-07-19 02:41:41	51.699587	-5.27893	1	Jul	2007	2007-07-19
827896744	14939179@N00	2007-07-08 14:02:42	51.699267	-5.277385	1	Jul	2007	2007-07-08
820160565	9426349@N07	2007-07-14 10:50:30	51.732025	-5.294551	1	Jul	2007	2007-07-14
817334981	55667735@N00	2007-07-15 13:32:32	58.21013	-6.388946	1	Jul	2007	2007-07-15
807322000	62361777@N00	2007-07-14 10:56:53	56.182564	-2.55505	1	Jul	2007	2007-07-14
792553483	45749280@N00	2007-07-07 16:18:51	49.92404	-6.379194	1	Jul	2007	2007-07-07
786027815	51817363@N00	2007-07-09 16:08:36	55.619951	-1.649665	1	Jul	2007	2007-07-09
780279237	62361777@N00	2007-07-12 01:16:51	56.181895	-2.548484	1	Jul	2007	2007-07-12
778975405	62361777@N00	2007-07-11 21:36:09	56.181895	-2.552304	1	Jul	2007	2007-07-11
775763239	27589044@N00	2007-07-06 14:56:43	53.30339	-4.052238	1	Jul	2007	2007-07-06
771296717	59121832@N00	2007-07-10 14:26:41	57.41323	-6.1965	1	Jul	2007	2007-07-10
754082185	75664262@N00	2007-07-04 15:32:39	55.616637	-1.655051	1	Jul	2007	2007-07-04
736614904	66248989@N00	2007-07-06 10:17:57	56.181334	-2.5443	1	Jul	2007	2007-07-06
698216257	8737350@N07	2007-07-01 14:09:29	54.10732	-0.125312	1	Jul	2007	2007-07-01
686943232	37928783@N00	2007-07-01 21:00:09	59.540594	-1.60057	1	Jul	2007	2007-07-01
685599974	91699109@N00	2007-07-01 10:06:26	55.644467	-1.609497	1	Jul	2007	2007-07-01
685114068	53934742@N00	2007-07-01 09:01:40	51.731812	-5.293006	1	Jul	2007	2007-07-01
3273761707	34419634@N03	2007-08-26 14:04:51	51.562185	-4.311447	1	Aug	2007	2007-08-26
3218821768	26030437@N07	2007-08-10 22:00:25	59.64554	-1.790771	1	Aug	2007	2007-08-10
2443441168	26030437@N07	2007-08-17 22:22:19	59.64554	-1.790771	1	Aug	2007	2007-08-17
1495670319	33533196@N00	2007-08-10 19:44:43	51.884491	-1.757984	1	Aug	2007	2007-08-10
1243311284	71203539@N00	2007-08-25 17:01:01	54.656419	-5.674824	1	Aug	2007	2007-08-25
1164072476	95492938@N00	2007-08-14 11:52:21	51.869747	-5.335042	1	Aug	2007	2007-08-14
1118402387	9426349@N07	2007-08-12 18:10:32	51.731639	-5.295925	1	Aug	2007	2007-08-12
1117653154	45614557@N00	2007-08-09 16:24:33	53.263441	-4.081764	1	Aug	2007	2007-08-09
1037290269	11143441@N08	2007-08-07 02:51:12	51.202151	-4.690475	1	Aug	2007	2007-08-07
1012060462	79031953@N00	2007-08-04 14:20:38	50.353264	-4.454205	1	Aug	2007	2007-08-04
989161175	10704031@N08	2007-08-02 22:24:56	55.642869	-1.608467	1	Aug	2007	2007-08-02
27506820004	93456400@N04	2007-09-12 11:53:28	54.161403	-0.232858	1	Sep	2007	2007-09-12
6216524743	61572845@N03	2007-09-22 13:37:09	58.134563	-5.265799	1	Sep	2007	2007-09-22
5964344322	63588774@N06	2007-09-17 16:15:05	51.731068	-5.295753	1	Sep	2007	2007-09-17
1433917059	15732690@N00	2007-09-22 13:34:03	53.286409	-4.653396	1	Sep	2007	2007-09-22
1407838829	95492938@N00	2007-09-19 18:49:07	51.426801	-0.492711	1	Sep	2007	2007-09-19
1380848555	50445916@N00	2007-09-14 19:07:40	56.489557	-6.425971	1	Sep	2007	2007-09-14
1373382117	98406434@N00	2007-09-08 09:33:23	50.606855	-1.956435	1	Sep	2007	2007-09-08
1347840978	34783244@N00	2007-09-05 06:36:20	48.99824	-2.118988	1	Sep	2007	2007-09-05
1347833472	34783244@N00	2007-09-04 16:37:33	48.99824	-2.118988	1	Sep	2007	2007-09-04
1314032170	8127080@N08	2007-09-03 10:34:11	56.187699	-2.558784	1	Sep	2007	2007-09-03
18317728773	89096286@N03	2007-10-06 14:40:12	55.18188	-1.514184	1	Oct	2007	2007-10-06
1685250551	19814083@N00	2007-11-12 15:33:35	51.522062	-0.127158	1	Nov	2007	2007-11-12
